"id")","result","Score1","Score2","Frequency1","Frequency2","Amount","Net","LTV","Source","Gender","AgeRange","CustomerType"
"351","0",57.3679,3.1,45,NA,NA,1913,30.93,5,"F","35_to_49",4
"352","0",38.9793,0,NA,NA,NA,0,0,2,"F","50_to_59",1
"353","0",23.0498,0,NA,NA,NA,0,0,2,"F","50_to_59",1
"354","0",3.7249,2.6,34,NA,NA,979,15.9,5,"F","35_to_49",3
"355","0",45.3044,0,NA,NA,NA,0,0.12,2,"F","35_to_49",2
"356","0",77.8403,2.9,51,NA,NA,2309,37.24,5,"M","60_or_higher",2
"357","1",40.4973,2.8,38,NA,NA,984,15.71,5,"F","50_to_59",3
"358","0",58.3169,0,NA,NA,NA,0,0,2,"F","18_to_34",1
"359","1",38.9793,0,NA,NA,NA,0,0,2,"M","35_to_49",1
"360","1",3.9566,0,NA,NA,NA,18,0.32,2,"F","35_to_49",2
"361","0",6.7779,3.4,18,NA,NA,588,14.41,5,"M","35_to_49",4
"362","1",50.6684,3.1,44,NA,NA,662,10.77,5,"F","35_to_49",4
"363","1",25.7141,0,NA,NA,NA,2668,50.37,2,"F","60_or_higher",2
"364","1",70.4972,0,NA,NA,NA,0,0,2,"M","35_to_49",1
"365","1",36.3901,0,NA,NA,NA,70,1.2,2,"M","50_to_59",2
"366","1",43.4024,1.4,6,NA,NA,450,7.7,5,"M","50_to_59",2
"367","1",40.0312,0,NA,NA,NA,0,0,2,"F","60_or_higher",1
"368","0",30.6057,0,NA,NA,NA,0,0,2,"M","60_or_higher",1
"369","0",75.2858,0,NA,NA,NA,105,4.76,2,"F","35_to_49",2
"370","1",22.1629,2.4,15,NA,NA,1460,24.97,5,"F","35_to_49",3
"371","0",37.7587,8.3,613,6,12974,5114,298.32,5,"M","35_to_49",5
"372","0",59.0683,0,NA,NA,NA,0,47.94,2,"M","35_to_49",2
"373","0",51.0113,0,NA,NA,NA,1,0.03,2,"F","35_to_49",2
"374","0",19.8861,7.4,126,5,3333,676,76.46,5,"F","35_to_49",5
"375","1",47.8657,0,NA,NA,NA,4,2.14,2,"M","",2
"376","0",30.6057,0,NA,NA,NA,0,0,2,"F","35_to_49",1
"377","1",29.3896,0,NA,NA,NA,50,0.88,2,"F","35_to_49",2
"378","1",27.6808,7,102,5,3333,43,59.08,5,"F","35_to_49",5
"379","0",38.8823,0,NA,NA,NA,0,0,2,"M","35_to_49",1
"380","0",85.7831,0,NA,NA,NA,2262,46.82,2,"F","35_to_49",2
"381","1",68.3883,0,NA,NA,NA,1672,97.68,2,"M","35_to_49",2
"382","0",38.8823,0,NA,NA,NA,0,0,2,"F","35_to_49",1
"383","0",50.844,4.8,326,1,2491,4856,139.12,5,"F","35_to_49",4
"384","0",75.4356,7.9,122,3,2513,829,54.54,5,"F","35_to_49",5
"385","0",58.3265,0,NA,NA,NA,108,13.4,2,"F","35_to_49",2
"386","1",20.2693,0,NA,NA,NA,99,12.5,2,"F","50_to_59",2
"387","1",77.8403,3.1,24,NA,NA,1464,29.28,5,"F","35_to_49",4
"388","0",39.7274,0,NA,NA,NA,430,5.53,2,"M","50_to_59",2
"389","1",4.2521,3.5,26,NA,NA,1436,43.03,5,"F","35_to_49",4
"390","1",14.7666,4.4,50,NA,NA,232,5.14,5,"F","50_to_59",4
"391","0",13.3648,0,NA,NA,NA,370,6.62,2,"F","60_or_higher",2
"392","1",25.6492,0,NA,NA,NA,169,122.4,2,"F","50_to_59",2
"393","1",6.7779,0,NA,NA,NA,259,3.34,2,"F","35_to_49",2
"394","0",62.0098,8.1,450,9,26492,13675,599.16,5,"F","35_to_49",5
"395","0",58.3169,0,NA,NA,NA,0,0,2,"M","60_or_higher",1
"396","#N/D",NA,0,NA,NA,NA,0,0,2,"M","60_or_higher",1
"397","0",4.2521,0,NA,NA,NA,485,10.84,2,"M","",2
"398","0",75.2858,0,NA,NA,NA,258,25.71,2,"M","35_to_49",2
"399","1",18.0745,0,NA,NA,NA,0,10.01,2,"F","35_to_49",2
"400","0",25.334,0,NA,NA,NA,220,8.26,2,"M","35_to_49",2
"401","0",51.2922,3.5,13,NA,NA,152,8.72,5,"F","35_to_49",4
"402","0",19.9297,0,NA,NA,NA,0,0,2,"F","35_to_49",1
"403","1",17.7124,0,NA,NA,NA,54,0.92,2,"M","35_to_49",2
"404","1",49.6315,0,NA,NA,NA,581,33.92,2,"F","35_to_49",2
"405","1",28.1942,0,NA,NA,NA,0,0.65,2,"M","35_to_49",2
"406","0",23.0498,0,NA,NA,NA,0,0,2,"F","35_to_49",1
"407","0",45.2947,0,NA,NA,NA,3208,1240.34,2,"F","35_to_49",2
"408","1",0.2653,0,NA,NA,NA,82,1.43,2,"I","",2
"409","1",11.4958,1.3,4,NA,NA,170,3.76,5,"M","35_to_49",2
"410","0",40.6269,1.6,9,NA,NA,2015,34.03,1,"F","50_to_59",3
"411","0",20.6006,0,NA,NA,NA,2049,34.92,2,"F","35_to_49",2
"412","0",58.3169,3.3,14,1,7,103,1.74,5,"F","60_or_higher",4
"413","0",58.8607,8.2,339,15,20818,258,480.03,5,"F","35_to_49",5
"414","0",5.1354,0,NA,NA,NA,0,18.27,2,"M","35_to_49",2
"415","0",36.4866,2.3,12,NA,NA,600,10.26,5,"M","35_to_49",3
"416","0",32.1642,0,NA,NA,NA,840,117.85,2,"M","35_to_49",2
"417","1",12.75,0,NA,NA,NA,1551,24.36,2,"F","35_to_49",2
"418","0",24.4969,3.6,54,NA,NA,1311,20.88,5,"M","35_to_49",4
"419","0",96.4988,0,NA,NA,NA,505,14.66,2,"F","35_to_49",2
"420","1",44.4576,4.3,229,NA,NA,6704,108.07,5,"M","35_to_49",4
"421","0",45.3044,0,NA,NA,NA,0,0,2,"F","18_to_34",1
"422","1",20.7653,0,NA,NA,NA,100,1.71,2,"I","",2
"423","0",13.0229,0,NA,NA,NA,0,1.04,2,"M","60_or_higher",2
"424","0",91.3701,1,2,NA,NA,162,2.64,5,"F","60_or_higher",3
"425","0",44.9455,3.4,33,NA,NA,651,10.04,5,"F","35_to_49",4
"426","0",49.4036,2.2,20,NA,NA,440,7.09,5,"F","60_or_higher",3
"427","1",55.8671,0,NA,NA,NA,150,2.47,2,"F","60_or_higher",2
"428","0",38.9793,0,NA,NA,NA,0,0,2,"F","35_to_49",1
"429","1",23.0498,0,NA,NA,NA,0,0,2,"M","50_to_59",1
"430","0",40.0338,5.1,189,3,37917,17857,568.83,1,"F","35_to_49",4
"431","1",54.0267,0,NA,NA,NA,0,0,2,"F","35_to_49",1
"432","0",34.1926,0,NA,NA,NA,316,18.35,2,"M","50_to_59",2
"433","0",78.8235,0,NA,NA,NA,5553,506,2,"M","60_or_higher",2
"434","0",66.9952,3.8,133,NA,NA,4554,74.47,5,"M","35_to_49",4
"435","0",39.3784,3,55,NA,NA,604,11.21,5,"M","35_to_49",4
"436","0",45.2947,3.4,30,NA,NA,180,41.63,5,"F","50_to_59",4
"437","1",42.3699,4,107,NA,NA,1785,28.66,5,"M","50_to_59",4
"438","0",67.5123,5.1,26,6,4586,5804,121.12,5,"M","35_to_49",4
"439","0",91.3701,0,NA,NA,NA,11,0.17,2,"M","60_or_higher",2
"440","0",89.2103,0,NA,NA,NA,0,258.77,2,"M","60_or_higher",2
"441","1",3.7571,0,NA,NA,NA,0,0,2,"M","35_to_49",1
"442","1",42.3984,0,NA,NA,NA,0,1.91,2,"M","35_to_49",2
"443","1",15.12,2.4,4,NA,NA,71,3.19,5,"M","35_to_49",3
"444","0",0.2653,0,NA,NA,NA,0,0,2,"M","35_to_49",1
"445","0",60.5443,7.2,242,5,1114,6022,221.53,5,"M","35_to_49",5
"446","1",42.2192,0,NA,NA,NA,143,89.15,2,"F","35_to_49",2
"447","1",2.1277,3.6,26,NA,NA,286,4.6,5,"M","35_to_49",4
"448","0",3.7571,0,NA,NA,NA,0,0,2,"M","50_to_59",1
"449","0",5.1354,0,NA,NA,NA,50,66.03,2,"F","50_to_59",2
"450","0",38.298,9.1,262,13,51448,8315,781.76,1,"F","35_to_49",6
"451","1",5.1354,4.6,141,5,7060,5662,158.28,1,"F","35_to_49",4
"452","0",30.6057,0,NA,NA,NA,0,0,2,"M","35_to_49",1
"453","0",16.0916,0,NA,NA,NA,0,0.43,2,"M","35_to_49",2
"454","1",46.2922,8.3,683,11,13537,1110,238.48,5,"M","35_to_49",5
"455","0",7.6849,0,NA,NA,NA,185,25.84,2,"F","50_to_59",2
"456","0",41.5391,5.9,11,3,3901,3800,63.81,5,"F","60_or_higher",4
"457","0",15.12,0,NA,NA,NA,28,0.42,5,"F","35_to_49",3
"458","0",37.7587,0,NA,NA,NA,0,4.36,2,"M","35_to_49",2
"459","1",13.0229,1.2,4,NA,NA,150,3.42,5,"M","35_to_49",2
"460","0",62.4488,0,NA,NA,NA,2641,112.68,2,"F","60_or_higher",2
"461","1",23.3103,0,NA,NA,NA,85,1.7,2,"F","35_to_49",2
"462","0",43.9412,7.1,157,12,4733,655,82.27,5,"F","60_or_higher",5
"463","0",12.1143,9,281,8,29291,827,550.99,5,"M","35_to_49",6
"464","1",72.4438,7.7,258,17,72006,557,505.68,5,"M","35_to_49",5
"465","1",15.12,0,NA,NA,NA,0,0,2,"F","50_to_59",1
"466","1",13.0229,0,NA,NA,NA,20,0.29,2,"M","18_to_34",2
"467","1",15.12,0,NA,NA,NA,0,0,2,"F","35_to_49",1
"468","0",85.7831,2.3,46,NA,NA,1450,30.85,5,"F","35_to_49",2
"469","1",2.6535,0,NA,NA,NA,2,5.29,2,"M","35_to_49",2
"470","1",15.36,0,NA,NA,NA,67,1.19,2,"M","35_to_49",2
"471","1",5.3599,5.1,46,1,443,124,21.6,5,"M","35_to_49",4
"472","0",17.7124,0,NA,NA,NA,2,1.46,2,"M","35_to_49",2
"473","1",22.1629,0,NA,NA,NA,54,4.82,2,"F","18_to_34",2
"474","0",19.4355,2.6,15,NA,NA,750,38.93,5,"F","50_to_59",2
"475","0",69.7564,0,NA,NA,NA,100,44.13,2,"M","60_or_higher",2
"476","0",30.6057,0.8,1,NA,NA,76,0.87,5,"M","35_to_49",2
"477","0",76.9293,2.6,12,NA,NA,519,11.27,5,"M","35_to_49",3
"478","0",25.334,0,NA,NA,NA,437,8.18,2,"M","60_or_higher",2
"479","1",23.0498,0,NA,NA,NA,16,0.26,2,"F","18_to_34",2
"480","1",27.1592,6.8,118,5,4009,734,76.05,5,"M","35_to_49",5
"481","0",17.3294,0,NA,NA,NA,25,62.62,2,"F","50_to_59",2
"482","1",24.4752,6,225,2,2049,299,37.89,5,"M","35_to_49",5
"483","1",40.0312,3.2,41,NA,NA,282,4.23,5,"M","35_to_49",4
"484","1",63.7648,7.2,197,2,2172,479,39.94,5,"F","60_or_higher",5
"485","1",45.9927,0,NA,NA,NA,231,7.18,2,"F","35_to_49",2
"486","1",27.4912,2.6,22,NA,NA,526,12.31,5,"F","35_to_49",3
"487","0",58.3169,0,NA,NA,NA,0,0,2,"F","60_or_higher",1
"488","0",26.0338,0,NA,NA,NA,456,6.35,2,"M","35_to_49",2
"489","0",23.0498,0,NA,NA,NA,0,0,2,"F","35_to_49",1
"490","0",25.2823,0,NA,NA,NA,82,9.64,2,"M","35_to_49",2
"491","0",17.0379,3.1,227,NA,NA,1750,27.53,5,"M","35_to_49",4
"492","1",30.7309,0,NA,NA,NA,0,31.61,2,"M","50_to_59",2
"493","0",27.6808,3.2,22,NA,NA,1288,28.29,5,"M","50_to_59",4
"494","0",69.2021,0,NA,NA,NA,0,117.93,2,"M","60_or_higher",2
"495","0",23.8989,0,NA,NA,NA,46,0.34,2,"M","35_to_49",2
"496","0",23.0498,0,NA,NA,NA,0,0,2,"M","60_or_higher",1
"497","1",15.0786,0,NA,NA,NA,2736,54.38,2,"M","35_to_49",2
"498","0",3.7571,0,NA,NA,NA,0,0,2,"M","35_to_49",1
"499","0",54.0267,0,NA,NA,NA,0,0,2,"F","35_to_49",1
"500","0",23.0498,0,NA,NA,NA,0,0,2,"F","35_to_49",1
"501","0",31.1275,2,6,NA,NA,5,2.33,5,"F","35_to_49",3
"502","0",15.0786,0,NA,NA,NA,1617,38.64,2,"M","35_to_49",2
"503","0",30.9393,0,NA,NA,NA,20124,86.98,2,"F","35_to_49",2
"504","1",21.9493,5.1,125,4,73,1941,54.76,5,"F","35_to_49",4
"505","1",59.0683,1.6,4,NA,NA,161,2.45,5,"M","35_to_49",3
"506","0",92.2794,0,NA,NA,NA,510,146.67,2,"F","35_to_49",2
"507","0",76.6994,8.7,605,5,12116,816,237.19,5,"M","35_to_49",5
"508","1",40.0312,0,NA,NA,NA,0,0,2,"F","35_to_49",1
"509","0",91.3701,0,NA,NA,NA,44,0.77,2,"F","35_to_49",2
"510","0",69.2021,7.5,58,32,175736,188,1108.05,5,"M","35_to_49",5
"511","0",45.3044,0,NA,NA,NA,0,0,2,"M","35_to_49",1
"512","0",30.6057,0,NA,NA,NA,0,0,2,"F","50_to_59",1
"513","0",40.0312,0,NA,NA,NA,0,0,2,"M","35_to_49",1
"514","1",75.4356,3.6,106,NA,NA,1733,27.85,5,"F","60_or_higher",4
"515","0",60.5443,6.5,135,1,2413,1407,66.81,5,"F","35_to_49",5
"516","0",23.0498,0,NA,NA,NA,0,0,2,"F","35_to_49",1
"517","0",57.3229,0,NA,NA,NA,0,1.3,2,"M","60_or_higher",2
"518","0",38.9793,0,NA,NA,NA,9,0.22,2,"M","60_or_higher",2
"519","0",48.6752,0,NA,NA,NA,200,3.42,2,"M","35_to_49",2
"520","0",72.4438,0,NA,NA,NA,113,790.75,2,"F","35_to_49",2
"521","0",18.0745,0,NA,NA,NA,380,5.57,2,"F","35_to_49",2
"522","1",15.12,0,NA,NA,NA,0,0,2,"F","60_or_higher",1
"523","0",78.8235,0,NA,NA,NA,27500,232.38,2,"F","35_to_49",2
"524","0",0.2653,0,NA,NA,NA,0,1.3,2,"M","50_to_59",2
"525","1",32.0599,0,NA,NA,NA,732,40.81,2,"F","60_or_higher",2
"526","1",45.3044,0,NA,NA,NA,0,0,2,"M","35_to_49",1
"527","1",58.3169,0,NA,NA,NA,0,0,2,"M","60_or_higher",1
"528","1",80.4327,0,NA,NA,NA,5111,1.75,2,"M","60_or_higher",2
"529","0",45.3044,0,NA,NA,NA,15,0.3,2,"F","35_to_49",2
"530","1",75.2858,0,NA,NA,NA,343,5.55,2,"M","18_to_34",2
"531","1",0.2653,0,NA,NA,NA,30,0.6,2,"M","",2
"532","0",52.4557,5.4,86,11,145407,25890,1572.99,1,"M","60_or_higher",4
"533","0",39.4818,4,34,NA,NA,41,8.2,5,"F","35_to_49",4
"534","1",48.4825,7.3,112,30,12027,2212,271.38,5,"F","35_to_49",5
"535","1",54.0267,0,NA,NA,NA,0,0,2,"M","60_or_higher",1
"536","0",89.2103,6.3,75,14,63150,1751,466.34,5,"M","60_or_higher",5
"537","1",23.8989,2.6,15,NA,NA,43,4.48,5,"M","35_to_49",3
"538","1",25.6659,0,NA,NA,NA,0,1.7,2,"M","35_to_49",2
"539","1",0.8226,6.8,215,1,871,422,24.15,5,"F","35_to_49",5
"540","1",54.0267,0.3,1,NA,NA,15,0.22,5,"F","35_to_49",2
"541","1",73.9998,0,NA,NA,NA,13,0.22,2,"M","60_or_higher",2
"542","0",57.3679,4.1,56,NA,NA,13618,207.6,5,"F","35_to_49",4
"543","1",88.2125,0,NA,NA,NA,10010,169,2,"I","60_or_higher",2
"544","1",24.3627,6.2,156,6,2343,618,46.54,5,"F","35_to_49",5
"545","0",46.3394,6.9,299,2,8969,2120,178.21,5,"M","35_to_49",5
"546","1",30.6057,0,NA,NA,NA,0,0,2,"F","35_to_49",1
"547","0",58.8131,0,NA,NA,NA,205,3.3,2,"M","60_or_higher",2
"548","0",68.3883,8.7,145,7,13536,3526,284.36,5,"M","35_to_49",5
"549","1",40.6938,0,NA,NA,NA,0,0.05,2,"M","35_to_49",2
"550","0",60.5443,0,NA,NA,NA,129,21.06,2,"F","35_to_49",2
"551","1",33.9267,1.1,3,NA,NA,63,1.61,2,"M","35_to_49",2
"552","0",55.8671,0,NA,NA,NA,0,10.01,2,"F","60_or_higher",2
"553","1",43.4909,9.7,1805,98,110120,1237,1776.35,5,"F","35_to_49",6
"554","0",93.9659,9.2,674,37,392010,35201,4211.69,5,"M","50_to_59",6
"555","1",31.1275,0,NA,NA,NA,50,9.78,2,"M","50_to_59",2
"556","0",37.9474,0,NA,NA,NA,0,2.09,2,"F","",2
"557","0",60.5443,4,117,1,50,10973,253.67,5,"F","35_to_49",4
"558","0",26.2216,0,NA,NA,NA,0,0.46,2,"M","35_to_49",2
"559","0",23.8989,0,NA,NA,NA,13,0.04,2,"M","",2
"560","1",15.12,0,NA,NA,NA,0,0,2,"M","",1
"561","0",41.3759,0,NA,NA,NA,52,0.91,2,"F","35_to_49",2
"562","0",36.3901,0,NA,NA,NA,0,0.65,2,"F","60_or_higher",2
"563","1",21.2257,0,NA,NA,NA,476,17.5,2,"F","35_to_49",2
"564","0",4.4933,2,6,NA,NA,169,14.4,5,"F","35_to_49",3
"565","0",20.187,5.6,93,3,2625,666,47.63,5,"M","35_to_49",4
"566","0",19.9297,0,NA,NA,NA,0,0,2,"M","50_to_59",1
"567","1",20.8567,0,NA,NA,NA,0,3.19,2,"M","50_to_59",2
"568","0",34.9827,6.6,16,1,18856,785,158.25,5,"M","35_to_49",5
"569","0",60.5443,8.9,1066,25,33240,33403,1061.96,5,"M","35_to_49",5
"570","0",60.5443,5.8,54,2,166,9049,139.58,5,"M","35_to_49",4
"571","0",96.4988,5,151,1,11,3682,115.14,5,"F","35_to_49",4
"572","0",62.4488,0,NA,NA,NA,188,10.85,2,"F","60_or_higher",2
"573","1",21.2257,0,NA,NA,NA,2109,147.95,2,"M","35_to_49",2
"574","0",4.562,5.4,161,2,2031,216,35.75,5,"F","35_to_49",4
"575","0",74.1521,0,NA,NA,NA,0,0,2,"F","60_or_higher",1
"576","1",15.36,4.5,36,NA,NA,1017,14.68,5,"F","35_to_49",4
"577","0",77.8403,0,NA,NA,NA,1732,42.2,2,"M","35_to_49",2
"578","1",31.9007,0,NA,NA,NA,446,92.64,2,"F","50_to_59",2
"579","1",17.7124,0,NA,NA,NA,45,0.65,2,"F","35_to_49",2
"580","1",31.9007,8.2,304,11,18246,365,195.6,5,"M","35_to_49",5
"581","0",43.7515,0,NA,NA,NA,127,4.95,2,"F","35_to_49",2
"582","1",73.0966,0,NA,NA,NA,156,199.29,2,"F","35_to_49",2
"583","1",22.6953,0,NA,NA,NA,240,21.34,2,"F","50_to_59",2
"584","0",64.3227,0,NA,NA,NA,0,0.65,2,"M","35_to_49",2
"585","1",5.9768,0,NA,NA,NA,1140,21.63,2,"F","60_or_higher",2
"586","0",13.0266,0.8,20,1,1423,372,11.06,1,"F","50_to_59",2
"587","0",0.2653,0,NA,NA,NA,0,0,2,"M","35_to_49",1
"588","0",58.6742,4.5,41,1,2020,451,44.76,5,"M","35_to_49",4
"589","0",32.378,2.8,22,NA,NA,243,3.09,5,"F","60_or_higher",3
"590","1",86.1544,2.3,28,NA,NA,828,36.35,4,"F","35_to_49",2
"591","1",1.0932,0,NA,NA,NA,0,6.64,2,"F","35_to_49",2
"592","1",82.6695,7.2,135,3,1585,349,71.89,5,"F","35_to_49",5
"593","1",0.2653,0,NA,NA,NA,113,1.63,2,"F","35_to_49",2
"594","1",0.2653,0,NA,NA,NA,0,0,2,"F","50_to_59",1
"595","1",22.34,0,NA,NA,NA,705,17.72,2,"M","35_to_49",2
"596","0",23.0712,0,NA,NA,NA,198,14.37,2,"F","35_to_49",2
"597","1",15.0786,0,NA,NA,NA,18,9.68,2,"F","35_to_49",2
"598","0",22.2554,2.6,26,NA,NA,214,5.15,5,"F","50_to_59",3
"599","1",11.4958,0,NA,NA,NA,0,2.24,2,"F","60_or_higher",2
"600","1",68.3883,0,NA,NA,NA,467,357.34,2,"F","60_or_higher",2
"601","0",45.3044,0,NA,NA,NA,0,0,2,"F","60_or_higher",1
"602","1",19.9297,1,2,NA,NA,9,0.39,5,"M","35_to_49",3
"603","0",36.7786,6.7,277,3,9537,1021,151.92,5,"F","35_to_49",5
"604","0",72.4438,3.6,13,3,20387,7422,416.52,4,"F","35_to_49",4
"605","1",2.1277,0,NA,NA,NA,20,13.84,2,"F","35_to_49",2
"606","1",37.9474,0,NA,NA,NA,0,28.55,2,"M","35_to_49",2
"607","1",38.9599,0,NA,NA,NA,0,2.83,2,"F","50_to_59",2
"608","1",23.0048,0,NA,NA,NA,1536,26.44,2,"F","35_to_49",2
"609","1",13.3648,0,NA,NA,NA,199,2.87,2,"M","35_to_49",2
"610","0",51.0113,0,NA,NA,NA,0,0,2,"M","60_or_higher",1
"611","0",15.7563,0,NA,NA,NA,2449,65.31,2,"F","50_to_59",2
"612","0",48.6752,0,NA,NA,NA,46,0.72,2,"M","18_to_34",2
"613","1",15.3639,5.6,245,1,300,1840,53.94,5,"F","35_to_49",4
"614","1",27.4912,6.4,66,1,1729,343,35.24,5,"M","35_to_49",5
"615","1",15.3639,0,NA,NA,NA,811,48.96,2,"M","35_to_49",2
"616","0",75.4356,3.3,26,NA,NA,628,10.3,5,"F","60_or_higher",4
"617","0",48.1309,3.8,23,NA,NA,298,7.83,5,"M","60_or_higher",4
"618","1",43.3417,0,NA,NA,NA,3177,129.2,2,"F","35_to_49",2
"619","0",93.1027,9.2,775,24,27776,6595,529.22,5,"M","35_to_49",6
"620","0",22.9336,6,214,1,443,653,13.86,5,"F","35_to_49",5
"621","1",20.7653,0,NA,NA,NA,39,1.21,2,"F","35_to_49",2
"622","1",45.3044,0,NA,NA,NA,0,0,2,"F","60_or_higher",1
"623","0",73.4517,4.7,49,1,1921,709,65.41,5,"M","35_to_49",4
"624","1",40.5167,0,NA,NA,NA,70,1.23,2,"M","35_to_49",2
"625","1",34.1569,7.7,649,16,54103,8634,1128.51,5,"F","35_to_49",5
"626","0",45.3044,0,NA,NA,NA,0,0,2,"F","50_to_59",1
"627","0",33.9267,0,NA,NA,NA,265,4.53,2,"F","35_to_49",2
"628","0",38.8823,0,NA,NA,NA,0,0,2,"F","60_or_higher",1
"629","0",1.2795,1.5,17,NA,NA,264,5.98,5,"F","35_to_49",2
"630","1",30.3792,0,NA,NA,NA,134,104.25,2,"M","35_to_49",2
"631","0",5.9768,2.4,99,NA,NA,282,13.66,5,"M","35_to_49",2
"632","1",84.8008,4.2,81,NA,NA,3138,191.97,5,"M","50_to_59",4
"633","0",8.1969,0,NA,NA,NA,393,32.77,2,"F","35_to_49",2
"634","1",20.187,0,NA,NA,NA,8,12.14,2,"F","60_or_higher",2
"635","1",38.9018,0,NA,NA,NA,290,50.47,2,"M","35_to_49",2
"636","0",2.0241,0,NA,NA,NA,500,8.55,2,"M","35_to_49",2
"637","0",14.108,0,NA,NA,NA,50,51.93,2,"F","35_to_49",2
"638","1",5.4324,0,NA,NA,NA,0,19.41,2,"M","35_to_49",2
"639","0",41.9889,6.9,160,5,5737,40,184.94,5,"F","35_to_49",5
"640","0",93.1027,0,NA,NA,NA,0,28.94,2,"M","35_to_49",2
"641","1",57.0946,6.2,200,2,4826,3362,128.7,5,"F","50_to_59",5
"642","1",37.9474,0,NA,NA,NA,202,5.9,2,"F","60_or_higher",2
"643","1",65.2103,6,56,3,3665,1764,78.09,5,"F","35_to_49",5
"644","1",31.18,6.6,371,4,37087,1508,466.57,1,"M","18_to_34",5
"645","0",45.9533,0,NA,NA,NA,0,4.78,2,"F","18_to_34",2
"646","1",16.1607,8.5,153,16,17032,2357,198.19,5,"F","35_to_49",5
"647","0",65.2103,7.1,125,9,14233,1041,144.83,5,"F","35_to_49",5
"648","0",47.5341,2.6,25,NA,NA,598,9.52,5,"F","50_to_59",3
"649","0",14.3041,3.4,104,NA,NA,1111,17.89,5,"M","35_to_49",4
"650","0",31.18,5.8,33,8,27001,577,549.38,5,"F","35_to_49",4
"651","0",62.4488,5.7,77,3,1684,405,33.95,5,"M","35_to_49",4
"652","0",76.5998,0,NA,NA,NA,0,0,2,"F","60_or_higher",2
"653","0",15.12,0,NA,NA,NA,0,0,2,"M","60_or_higher",1
"654","1",28.1942,0,NA,NA,NA,50,1.13,2,"F","35_to_49",2
"655","1",63.1584,0,NA,NA,NA,0,3.87,2,"F","35_to_49",2
"656","0",58.3169,0,NA,NA,NA,0,0,2,"F","60_or_higher",1
"657","0",58.3169,0,NA,NA,NA,0,0,2,"M","35_to_49",1
"658","0",65.3079,5.5,189,7,40685,4681,416.62,1,"M","35_to_49",4
"659","1",13.0229,0,NA,NA,NA,25,1.69,2,"M","50_to_59",2
"660","0",38.8823,0,NA,NA,NA,0,0,2,"F","35_to_49",1
"661","0",74.1521,0,NA,NA,NA,8,0.15,2,"F","35_to_49",2
"662","1",2.0241,0,NA,NA,NA,150,2.56,2,"M","35_to_49",2
"663","1",15.8287,0,NA,NA,NA,113,2.15,2,"M","35_to_49",2
"664","1",28.1942,0,NA,NA,NA,100,1.71,2,"M","35_to_49",2
"665","1",38.8823,0,NA,NA,NA,0,0,2,"F","50_to_59",1
"666","0",60.1263,2.9,41,NA,NA,698,11.38,5,"M","35_to_49",3
"667","0",1.2795,4.5,92,NA,NA,1034,16.17,5,"F","50_to_59",4
"668","1",80.2511,0,NA,NA,NA,0,14.87,2,"M","35_to_49",2
"669","0",91.3701,0,NA,NA,NA,0,0,2,"M","50_to_59",1
"670","0",86.1602,8,769,17,38507,857,625.42,5,"M","60_or_higher",5
"671","0",93.9659,7.7,226,8,78169,793,689.88,1,"M","60_or_higher",5
"672","1",28.1942,2.4,7,NA,NA,267,7.36,3,"M","18_to_34",2
"673","1",38.8823,0,NA,NA,NA,0,0,2,"M","35_to_49",1
"674","1",23.0498,0,NA,NA,NA,0,0,2,"M","35_to_49",1
"675","0",43.9412,4.3,197,NA,NA,3869,62.07,5,"F","60_or_higher",4
"676","1",64.3227,1.4,6,NA,NA,300,5.13,5,"F","60_or_higher",2
"677","1",52.1973,3.2,33,NA,NA,1784,29,5,"M","35_to_49",4
"678","0",54.0267,0,NA,NA,NA,0,0,2,"M","60_or_higher",1
"679","1",40.0312,0,NA,NA,NA,0,0,2,"M","50_to_59",1
"680","0",82.5701,7.1,134,14,110073,2302,1135.14,1,"M","60_or_higher",5
"681","1",79.9363,0,NA,NA,NA,370,47.21,2,"M","50_to_59",2
"682","1",60.5443,2.9,32,NA,NA,1135,18.47,5,"F","60_or_higher",3
"683","0",91.3701,0,NA,NA,NA,966,15.25,2,"M","35_to_49",2
"684","1",54.0267,0,NA,NA,NA,9,0.14,2,"M","50_to_59",2
"685","0",65.5871,2.7,36,NA,NA,776,12.65,5,"M","60_or_higher",3
"686","0",38.9793,1.2,3,NA,NA,13,0.4,5,"F","35_to_49",3
"687","1",40.4194,3.5,74,NA,NA,498,8.03,5,"F","50_to_59",4
"688","1",25.8301,3.7,166,NA,NA,1325,24.74,5,"M","50_to_59",4
"689","1",49.3806,0,NA,NA,NA,824,217.86,2,"M","60_or_higher",2
"690","0",78.4628,8.5,211,11,50020,2071,309.47,5,"M","60_or_higher",5
"691","0",30.8796,0,NA,NA,NA,264,5.03,2,"M","18_to_34",2
"692","1",20.4667,4.2,111,NA,NA,3422,55.52,5,"F","35_to_49",4
"693","0",33.2445,4.7,204,12,16068,215,190.11,1,"M","60_or_higher",4
"694","1",60.2217,5.3,57,1,871,11537,203.09,5,"M","35_to_49",4
"695","1",3.7571,0,NA,NA,NA,0,0,2,"F","50_to_59",1
"696","1",3.7571,0,NA,NA,NA,0,0,2,"F","35_to_49",1
"697","0",24.7387,0,NA,NA,NA,218,4,2,"F","35_to_49",2
"698","0",79.0602,9.2,619,8,92411,8793,886.83,5,"M","60_or_higher",6
